ABC,Water,Gluten%,SV ml,Moisture,Slot
4,14,11.22,26,12.87,0
4,14,11.22,26,12.87,0
4,14,11.22,26,12.87,0
4,14,11.22,26,12.87,0
4,14,11.22,26,12.87,0
4,14,11.22,26,12.87,0
4,14,11.22,26,12.87,0
4,14,11.22,26,12.87,0
5.5,14,11.22,26,12.87,2
5.5,14,11.22,26,12.87,2
5.5,14,11.22,26,12.87,2
5.3,14,11.22,26,12.87,2
5.3,14,11.22,26,12.87,2
5.3,14,11.22,26,12.87,2
5.3,14,11.22,26,12.87,2
5.5,14,11.22,26,12.87,2
5.5,14,11.22,26,12.87,2
5.5,14,11.22,26,12.87,2
5.8,14,11.22,26,12.87,2
5.8,14,11.22,26,12.87,2
5.8,14,11.22,26,12.87,2
6,14,11.22,26,12.87,2
6,14,11.22,26,12.87,2
6,14,11.22,26,12.87,2
6,14,11.22,26,12.87,2
6,14,11.22,26,12.87,2
6,14,11.22,26,12.87,2
5.5,13,10.72,26,12.35,1
5.5,13,10.72,26,12.35,1
5.5,13,10.72,26,12.35,1
5.5,13,10.72,26,12.35,1
5.8,13,10.72,26,12.35,1
5.8,13,10.72,26,12.35,1
5.8,13,10.72,26,12.35,1
5.8,13,10.72,26,12.35,1
5.8,13,10.72,26,12.35,1
5.8,13,10.72,26,12.35,1
6,13,10.72,26,12.35,0
6,13,10.72,26,12.35,0
6,13,10.72,26,12.35,0
6.5,13,10.72,26,12.35,0
6.5,13,10.72,26,12.35,0
6.5,13,10.72,26,12.35,0
6.5,13,10.72,26,12.35,0
7,13,10.72,26,12.35,0
7,13,10.72,26,12.35,0
6.7,13,10.72,26,12.35,0
6.7,13,10.72,26,12.35,0
6.7,13,10.72,26,12.35,0
6.7,13,10.72,26,12.35,0
6,13,10.72,26,12.35,2
6,13,10.72,26,12.35,2
6,13,10.72,26,12.35,2
6,13,10.72,26,12.35,2
6,13,10.72,26,12.35,2
6,13,10.72,26,12.35,2
6,13,10.72,26,12.35,2
6,13,10.72,26,12.35,2
6,13,10.72,26,12.35,2
5.8,13,10.72,26,12.35,2
5.8,13,10.72,26,12.35,2
5.8,13,10.72,26,12.35,2
5.8,13,10.72,26,12.35,2
5.9,13,10.72,26,12.35,2
5.9,13,10.72,26,12.35,2
5.9,13,10.72,26,12.35,2
5.9,13,10.72,26,12.35,2
5.9,13,10.72,26,12.35,2
6.3,13,10.72,26,12.35,2
6.3,13,10.72,26,12.35,2
6.3,13,10.72,26,12.35,2
6.3,13,10.72,26,12.35,2
6.3,15,10.72,26,12.35,1
6.3,15,10.72,26,12.35,1
6.3,15,10.72,26,12.35,1
6.6,15,10.72,26,12.35,1
6.6,15,10.72,26,12.35,1
6.6,15,10.72,26,12.35,1
6.6,15,10.72,26,12.35,1
6.2,15,10.72,26,12.35,1
6.2,15,10.72,26,12.35,1
6.2,15,10.72,26,12.35,1
6.2,15,10.72,26,12.35,1
6.2,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6,15,10.72,26,12.35,0
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.3,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,15,10.72,26,12.35,2
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,1
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.2,14,10.72,26,12.35,0
6.5,15,10.72,26,12.35,2
6.5,15,10.72,26,12.35,2
6.5,15,10.72,26,12.35,2
6.5,15,10.72,26,12.35,2
6.5,15,10.72,26,12.35,2
6.2,15,11.08,26,12.89,1
6.2,15,11.08,26,12.89,1
6.2,15,11.08,26,12.89,1
6.2,15,11.08,26,12.89,1
6.2,15,11.08,26,12.89,1
6.2,15,11.08,26,12.89,1
6.2,15,11.08,26,12.89,1
6.2,15,11.08,26,12.89,1
6.2,15,11.08,26,12.89,1
6.5,15,11.08,26,12.89,1
6.5,15,11.08,26,12.89,1
6.5,15,11.08,26,12.89,1
6.5,15,11.08,26,12.89,1
6.5,15,11.08,26,12.89,1
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.5,15,11.08,26,12.89,0
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6.2,14,11.08,26,12.89,2
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,1
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6,15,11.08,26,12.89,0
6.2,15,11.08,26,12.89,2
6.2,15,11.08,26,12.89,2
6.2,15,11.08,26,12.89,2
6.2,15,11.08,26,12.89,2
6.2,15,11.08,26,12.89,2
6.2,15,11.08,26,12.89,2
6.2,15,11.08,26,12.89,2
6.2,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7,15,11.08,26,12.89,2
7.2,15,11.08,26,12.89,1
7.2,15,11.08,26,12.89,1
7.2,15,11.08,26,12.89,1
7.2,15,11.08,26,12.89,1
7.2,15,11.08,26,12.89,1
7.2,15,11.08,26,12.89,1
7,15.2,11.08,26,12.89,1
7,15.2,11.08,26,12.89,1
7.2,15.2,11.08,26,12.89,1
7.2,15.2,11.08,26,12.89,1
7.2,15.2,11.08,26,12.89,1
7.2,15.2,11.08,26,12.89,1
7.2,15.2,11.08,26,12.89,1
7.2,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.4,15.2,11.08,26,12.89,0
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
7.7,15,11.08,26,12.89,2
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
8,15,10.79,25,12.54,1
7.8,15,10.79,25,12.54,1
7.8,15,10.79,25,12.54,1
7.8,15,10.79,25,12.54,1
7.8,15,10.79,25,12.54,0
7.8,15,10.79,25,12.54,0
7.8,15,10.79,25,12.54,0
7.8,15,10.79,25,12.54,0
7.5,15,10.79,25,12.54,0
7.5,15,10.79,25,12.54,0
7.3,15,10.79,25,12.54,0
7.3,15,10.79,25,12.54,0
6.5,15,10.79,25,12.54,0
6.5,15,10.79,25,12.54,0
6.5,15,10.79,25,12.54,0
6.5,15,10.79,25,12.54,0
7,16,10.79,25,12.54,2
7,16,10.79,25,12.54,2
7,16,10.79,25,12.54,2
7,16,10.79,25,12.54,2
7.3,16,10.79,25,12.54,2
7.3,16,10.79,25,12.54,2
7.3,16,10.79,25,12.54,2
7.3,16,10.79,25,12.54,2
7,16,10.79,25,12.54,2
7,16,10.79,25,12.54,2
7,16,10.79,25,12.54,2
8,16,10.79,25,12.54,2
8,16,10.79,25,12.54,2
8,16,10.79,25,12.54,2
8.2,16,10.79,25,12.54,2
8.2,16,10.79,25,12.54,2
8.2,16,10.79,25,12.54,2
8.4,16,10.79,25,12.54,2
8.4,16,10.79,25,12.54,2
8.4,16,10.79,25,12.54,2
8.4,16,10.79,25,12.54,2
8.4,16,10.79,25,12.54,2
8.4,15,10.79,25,12.54,1
8.4,15,10.79,25,12.54,1
8.4,15,10.79,25,12.54,1
8.1,15,10.79,25,12.54,1
8.1,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,1
7.6,15,10.79,25,12.54,0
7.6,15,10.79,25,12.54,0
7.6,15,10.79,25,12.54,0
7.6,15,10.79,25,12.54,0
7.6,15,10.79,25,12.54,0
7.6,15,10.79,25,12.54,0
7.3,15,10.79,25,12.54,0
7.3,15,10.79,25,12.54,0
7.3,15,10.79,25,12.54,0
7.3,15,10.79,25,12.54,0
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
7,15,10.79,25,12.54,2
0,0,0,0,8.423670647,-29.85028817
